PRES,DEWP,RAIN,wd,WSPM,station
1011.0,-0.6,0.0,ESE,1.1,Changping
1010.5,-0.5,0.0,SSE,1.6,Changping
1010.4,-0.9,0.0,SE,1.1,Changping
1010.7,0.4,0.0,ESE,0.0,Changping
1011.0,1.0,0.0,E,0.0,Changping
1011.1,0.8,0.0,ENE,0.6,Changping
1011.0,1.5,0.0,SW,0.8,Changping
1011.1,0.6,0.0,NNW,0.9,Changping
1010.9,0.7,0.0,NNW,1.0,Changping
1010.5,0.4,0.0,NNW,0.8,Changping
1010.4,0.5,0.0,NW,0.7,Changping
1010.3,0.7,0.0,NNW,1.4,Changping
1009.8,0.5,0.0,NNW,1.2,Changping
1009.9,0.3,0.0,N,1.4,Changping
1009.9,0.4,0.0,NNW,0.8,Changping
1009.8,0.4,0.0,N,0.5,Changping
1010.0,0.3,0.0,NNW,0.6,Changping
1010.5,1.0,0.0,NNW,0.0,Changping
1010.4,1.8,0.0,SW,0.9,Changping
1010.0,1.6,0.0,S,0.5,Changping
1009.3,1.9,0.0,S,0.9,Changping
1008.1,1.9,0.0,S,1.4,Changping
1007.5,2.3,0.0,SE,1.4,Changping
1006.7,3.1,0.0,W,0.5,Changping
1006.6,2.6,0.0,ESE,2.1,Changping
1006.8,3.2,0.0,SE,0.8,Changping
1007.2,3.3,0.0,SE,0.8,Changping
1007.7,4.3,0.0,ENE,0.6,Changping
1008.1,4.0,0.0,ENE,0.0,Changping
1008.4,4.1,0.0,N,0.1,Changping
1008.8,3.9,0.0,N,0.2,Changping
1009.1,3.7,0.0,NNW,1.0,Changping
1009.0,3.6,0.0,N,1.5,Changping
1009.2,3.6,0.0,NNW,1.4,Changping
1009.3,3.5,0.0,NNW,1.0,Changping
1009.3,3.3,0.0,N,1.2,Changping
1009.2,3.4,0.0,NNW,1.3,Changping
1009.0,3.6,0.0,NNE,0.8,Changping
1009.2,3.5,0.0,NNW,1.2,Changping
1009.2,3.3,0.0,NNW,0.4,Changping
1009.7,3.1,0.0,N,1.6,Changping
1010.6,3.6,0.0,NNW,0.0,Changping
1010.7,4.7,0.0,N,0.1,Changping
1010.8,4.5,0.0,SW,1.0,Changping
1010.6,4.7,0.0,SSE,0.8,Changping
1009.9,5.5,0.0,SE,1.3,Changping
1009.5,5.6,0.0,SSE,1.4,Changping
1009.1,5.5,0.0,SE,1.2,Changping
1009.1,5.3,0.0,SSE,1.2,Changping
1009.6,5.9,0.0,SW,0.5,Changping
1010.5,6.2,0.0,SSW,0.1,Changping
1011.8,6.4,0.0,NE,0.5,Changping
1012.9,6.3,0.0,ENE,0.7,Changping
1013.6,6.5,0.0,NNE,1.3,Changping
1014.8,6.3,0.0,NE,0.5,Changping
1015.7,6.0,0.0,NNW,1.2,Changping
1016.1,3.1,0.0,NNW,1.2,Changping
1016.6,-0.6,0.0,N,3.4,Changping
1016.9,-0.5,0.0,N,2.1,Changping
1017.5,0.1,0.0,NNW,0.7,Changping
1017.5,0.0,0.0,ENE,0.5,Changping
1017.7,-0.4,0.0,NW,1.1,Changping
1018.6,-0.4,0.0,NNW,1.0,Changping
1018.9,-0.3,0.0,NNW,0.1,Changping
1019.7,-0.2,0.0,NNW,1.0,Changping
1020.7,-0.6,0.0,NNW,1.9,Changping
1020.8,-3.2,0.0,N,1.6,Changping
1020.9,-5.0,0.0,NNW,4.3,Changping
1020.6,-5.6,0.0,NNW,1.8,Changping
1019.5,-4.4,0.0,WNW,3.6,Changping
1018.5,-4.4,0.0,WNW,2.2,Changping
1017.9,-5.6,0.0,WNW,3.9,Changping
1017.6,-5.2,0.0,W,3.6,Changping
1017.3,-5.5,0.0,WNW,2.1,Changping
1017.5,-5.4,0.0,NW,1.7,Changping
1018.1,-5.1,0.0,NNW,0.8,Changping
1019.0,-3.3,0.0,NNW,0.0,Changping
1019.4,-2.9,0.0,N,1.7,Changping
1020.0,-2.3,0.0,NNE,0.7,Changping
1020.1,-3.4,0.0,NNE,0.1,Changping
1020.1,-2.8,0.0,ENE,0.4,Changping
1019.8,-3.1,0.0,NNW,1.3,Changping
1019.9,-2.7,0.0,E,1.2,Changping
1020.2,-2.6,0.0,N,1.4,Changping
1020.0,-2.8,0.0,NNW,2.1,Changping
1019.9,-3.0,0.0,NNW,0.9,Changping
1019.9,-3.6,0.0,NNE,0.9,Changping
1019.7,-3.9,0.0,N,0.7,Changping
1020.1,-2.9,0.0,E,0.8,Changping
1021.0,-1.6,0.0,WNW,0.7,Changping
1021.0,-2.1,0.0,WSW,1.3,Changping
1020.6,-2.6,0.0,SSW,1.6,Changping
1020.1,-2.2,0.0,SW,1.4,Changping
1018.9,-2.3,0.0,SSE,1.7,Changping
1017.7,-2.5,0.0,SSE,1.9,Changping
1017.1,-2.0,0.0,S,1.4,Changping
1016.7,-1.3,0.0,SSE,1.7,Changping
1016.4,-0.4,0.0,ESE,1.2,Changping
1016.3,0.4,0.0,ENE,0.6,Changping
1016.8,1.0,0.0,NNE,0.6,Changping
1017.4,0.5,0.0,NNE,0.0,Changping
1017.6,0.4,0.0,N,1.0,Changping
1017.9,0.5,0.0,NNW,1.3,Changping
1018.3,0.7,0.0,NNW,1.0,Changping
1018.4,1.0,0.0,NNW,1.5,Changping
1018.3,1.0,0.0,N,0.8,Changping
1018.3,1.3,0.0,NNW,0.9,Changping
1018.3,1.3,0.0,NE,0.4,Changping
1018.4,1.2,0.0,NNW,1.1,Changping
1018.3,1.1,0.0,NNW,0.7,Changping
1018.3,0.8,0.0,NW,0.9,Changping
1018.6,0.7,0.0,NW,0.1,Changping
1019.2,1.1,0.0,N,0.0,Changping
1019.9,0.8,0.0,NW,0.4,Changping
1020.0,0.5,0.0,NNW,0.0,Changping
1019.7,1.9,0.0,SSW,1.3,Changping
1019.2,2.9,0.0,S,1.4,Changping
1018.1,2.4,0.0,SSE,1.5,Changping
1017.3,1.0,0.0,SW,1.2,Changping
1017.0,2.1,0.0,SSE,1.6,Changping
1017.2,1.2,0.0,S,1.6,Changping
1017.2,0.9,0.0,ESE,0.9,Changping
1017.3,1.6,0.0,SE,0.8,Changping
1017.8,2.9,0.0,N,0.8,Changping
1018.1,2.9,0.0,NNE,1.0,Changping
1018.3,3.3,0.0,ENE,0.8,Changping
1019.0,2.1,0.0,NW,1.3,Changping
1019.0,1.8,0.0,NNW,0.8,Changping
1019.3,1.3,0.0,N,1.3,Changping
1019.2,1.3,0.0,NNE,0.6,Changping
1019.1,1.2,0.0,NW,0.9,Changping
1019.0,1.0,0.0,NNW,1.5,Changping
1018.5,1.2,0.0,N,1.2,Changping
1018.4,1.6,0.0,WNW,0.4,Changping
1018.2,1.3,0.0,NNW,0.8,Changping
1018.1,1.6,0.0,N,0.5,Changping
1018.3,1.6,0.0,NNW,1.2,Changping
1018.9,2.2,0.0,N,1.0,Changping
1019.1,3.0,0.0,NW,0.8,Changping
1018.5,4.0,0.0,NW,0.1,Changping
1018.0,3.6,0.0,SSW,1.4,Changping
1017.1,3.5,0.0,SSE,1.2,Changping
1016.3,4.0,0.0,S,1.6,Changping
1015.5,3.8,0.0,SSE,1.3,Changping
1015.2,4.4,0.0,E,1.1,Changping
1015.2,4.9,0.0,SSE,0.8,Changping
1015.1,5.1,0.0,ESE,1.7,Changping
1015.4,4.8,0.0,SE,0.9,Changping
1015.5,5.0,0.0,ESE,1.1,Changping
1015.7,4.7,0.0,ESE,0.7,Changping
1015.6,4.4,0.0,NE,0.8,Changping
1015.5,4.0,0.0,NNE,0.0,Changping
1015.2,4.3,0.0,N,0.6,Changping
1015.1,4.1,0.0,NNW,1.3,Changping
1014.7,4.2,0.0,NNE,1.0,Changping
1014.5,4.1,0.0,N,0.0,Changping
1014.0,4.0,0.0,N,0.0,Changping
1013.6,3.8,0.0,ESE,0.4,Changping
1013.9,3.4,0.0,E,0.0,Changping
1014.0,3.2,0.0,NE,0.4,Changping
1014.1,2.9,0.0,NNW,0.7,Changping
1014.6,3.7,0.0,N,1.4,Changping
1014.9,4.4,0.0,SSW,1.2,Changping
1014.7,5.3,0.0,ESE,0.5,Changping
1014.3,5.2,0.0,ESE,0.8,Changping
1013.3,5.5,0.0,ESE,1.6,Changping
1012.2,6.0,0.0,SE,1.8,Changping
1011.6,6.4,0.0,SSE,1.2,Changping
1011.2,6.5,0.0,ESE,0.9,Changping
1011.2,6.6,0.0,SSW,1.5,Changping
1011.4,6.6,0.0,SSW,1.4,Changping
1011.9,6.8,0.0,SSE,1.2,Changping
1012.1,6.7,0.0,SSE,0.0,Changping
1012.1,6.3,0.0,N,0.1,Changping
1012.5,5.9,0.0,NNW,0.5,Changping
1013.7,6.2,0.0,NNW,1.4,Changping
1013.4,5.9,0.0,NNW,0.2,Changping
1013.2,6.1,0.0,NW,1.2,Changping
1013.3,5.5,0.0,WSW,0.7,Changping
1013.2,5.2,0.0,N,1.2,Changping
1013.1,3.0,0.0,WNW,3.8,Changping
1013.2,1.5,0.0,WNW,2.4,Changping
1013.5,0.6,0.0,W,3.8,Changping
1013.6,1.1,0.0,NE,1.7,Changping
1014.1,0.7,0.0,NNE,1.3,Changping
1015.2,1.5,0.0,WNW,0.7,Changping
1015.4,-1.0,0.0,WNW,4.1,Changping
1015.9,-1.3,0.0,NNW,3.1,Changping
1016.2,-2.6,0.0,N,4.0,Changping
1015.8,-3.1,0.0,NNW,4.5,Changping
1015.5,-2.8,0.0,N,3.6,Changping
1015.3,-2.8,0.0,N,3.6,Changping
1015.8,-3.0,0.0,N,3.2,Changping
1015.7,-4.1,0.0,N,3.2,Changping
1016.1,-4.3,0.0,N,2.7,Changping
1016.7,-4.6,0.0,NE,1.6,Changping
1017.6,-5.3,0.0,NE,1.3,Changping
1018.2,-5.1,0.0,NNE,1.7,Changping
1018.7,-4.9,0.0,N,1.5,Changping
1019.3,-4.4,0.0,NNW,1.0,Changping
1019.6,-3.3,0.0,SW,0.6,Changping
1020.0,-2.3,0.0,NNE,1.2,Changping
1020.5,-2.1,0.0,NNW,1.3,Changping
1020.8,-2.0,0.0,NNW,0.8,Changping
1020.7,-2.8,0.0,NNE,1.9,Changping
1020.4,-3.5,0.0,NNE,1.1,Changping
1020.6,-2.9,0.0,NNE,1.1,Changping
1020.6,-2.8,0.0,NW,1.2,Changping
1020.8,-2.6,0.0,ENE,0.9,Changping
1021.3,-1.9,0.0,NNW,0.5,Changping
1021.5,-1.1,0.0,SSE,0.8,Changping
1021.0,-2.1,0.0,S,0.0,Changping
1020.5,-2.5,0.0,SSW,2.1,Changping
1019.3,-2.4,0.0,SSE,2.3,Changping
1018.4,-2.4,0.0,S,1.4,Changping
1017.3,-1.7,0.0,ESE,2.6,Changping
1017.0,-2.2,0.0,ESE,2.3,Changping
1016.6,-3.1,0.0,SE,2.2,Changping
1016.1,-2.9,0.0,ESE,0.8,Changping
1016.3,-1.4,0.0,E,0.8,Changping
1016.4,-1.0,0.0,E,0.1,Changping
1016.7,-0.2,0.0,N,0.0,Changping
1016.8,-0.6,0.0,ESE,0.5,Changping
1017.0,-1.1,0.0,NW,1.1,Changping
1016.3,-0.8,0.0,NW,0.1,Changping
1016.0,-0.7,0.0,NNW,0.6,Changping
1015.5,-0.2,0.0,NNW,1.5,Changping
1015.0,-0.1,0.0,ENE,0.5,Changping
1014.8,-0.2,0.0,NNW,0.9,Changping
1014.6,1.4,0.0,SSW,1.5,Changping
1013.6,1.1,0.0,ESE,0.9,Changping
1013.0,2.0,0.0,SW,0.6,Changping
1012.9,0.9,0.0,ESE,1.0,Changping
1013.0,2.3,0.0,SE,0.1,Changping
1012.7,2.3,0.0,N,0.6,Changping
1012.1,1.7,0.0,N,0.0,Changping
1011.9,0.9,0.0,SW,0.9,Changping
1011.1,1.6,0.0,SW,0.9,Changping
1009.9,1.7,0.0,S,1.3,Changping
1009.3,2.0,0.0,S,1.4,Changping
1009.2,2.2,0.0,SSW,2.8,Changping
1009.3,2.1,0.0,SSE,1.2,Changping
1009.3,2.2,0.0,E,0.6,Changping
1009.7,2.5,0.0,NNE,0.6,Changping
1010.1,2.6,0.0,NNE,0.5,Changping
1010.3,2.4,0.0,NNW,0.5,Changping
1010.3,2.0,0.0,NNW,1.4,Changping
1010.0,1.9,0.0,N,0.0,Changping
1009.9,1.6,0.0,N,1.7,Changping
1009.8,1.6,0.0,N,1.9,Changping
1009.3,1.5,0.0,NNW,1.4,Changping
1009.0,1.4,0.0,NNW,0.2,Changping
1008.5,1.5,0.0,N,0.8,Changping
1008.0,1.2,0.0,NNW,0.7,Changping
1007.8,1.1,0.0,N,1.1,Changping
1007.6,1.2,0.0,W,1.1,Changping
1007.7,1.5,0.0,NE,0.6,Changping
1008.0,1.6,0.0,WNW,0.5,Changping
1007.8,2.8,0.0,SSW,0.6,Changping
1007.5,3.2,0.0,SSW,1.2,Changping
1007.5,-4.2,0.0,WNW,7.6,Changping
1006.7,-9.7,0.0,WNW,6.7,Changping
1006.2,-10.3,0.0,NW,7.1,Changping
1006.4,-10.3,0.0,NW,4.9,Changping
1006.8,-11.9,0.0,NW,4.6,Changping
1007.7,-13.7,0.0,NW,5.2,Changping
1008.4,-12.9,0.0,NW,5.1,Changping
1009.5,-12.5,0.0,NW,4.3,Changping
1010.0,-11.7,0.0,NW,6.8,Changping
1011.8,-9.4,0.0,NW,5.0,Changping
1012.7,-8.7,0.0,W,6.1,Changping
1012.7,-8.1,0.0,NW,3.3,Changping
1013.1,-7.7,0.0,WNW,3.1,Changping
1013.0,-8.1,0.0,NW,4.0,Changping
1013.1,-8.2,0.0,WNW,3.0,Changping
1013.3,-7.8,0.0,WNW,2.6,Changping
1013.5,-8.1,0.0,NW,1.2,Changping
1013.4,-6.0,0.0,NNW,0.2,Changping
1013.7,-6.4,0.0,N,1.5,Changping
1013.3,-7.7,0.0,N,0.6,Changping
1013.4,-7.9,0.0,N,0.6,Changping
1013.8,-8.5,0.0,E,1.2,Changping
1013.9,-7.5,0.0,S,1.3,Changping
1013.6,-8.3,0.0,SW,0.8,Changping
1013.1,-10.1,0.0,SW,1.1,Changping
1011.8,-9.6,0.0,SE,2.1,Changping
1010.8,-9.8,0.0,S,1.8,Changping
1009.9,-8.8,0.0,S,2.1,Changping
1009.2,-8.2,0.0,SSW,2.8,Changping
1009.1,-7.1,0.0,SSW,2.4,Changping
1009.2,-6.7,0.0,SE,1.1,Changping
1009.8,-5.7,0.0,SE,0.2,Changping
1010.1,-5.5,0.0,ENE,0.6,Changping
1010.4,-6.2,0.0,E,0.2,Changping
1010.9,-5.6,0.0,NW,1.1,Changping
1011.2,-5.6,0.0,NNW,1.4,Changping
1011.3,-5.2,0.0,NNW,1.2,Changping
1011.7,-4.9,0.0,N,0.2,Changping
1011.7,-5.2,0.0,NNW,1.7,Changping
1012.1,-5.0,0.0,NNW,0.7,Changping
1012.2,-5.0,0.0,N,1.0,Changping
1011.9,-5.2,0.0,NNW,1.1,Changping
1012.0,-5.3,0.0,N,1.7,Changping
1012.2,-5.2,0.0,NNW,1.5,Changping
1012.5,-5.2,0.0,N,1.8,Changping
1012.9,-5.0,0.0,NNW,1.2,Changping
1013.1,-4.7,0.0,NNW,0.6,Changping
1012.7,-5.3,0.0,NNW,0.1,Changping
1012.3,-4.6,0.0,WSW,0.5,Changping
1011.2,-4.0,0.0,SSW,1.4,Changping
1010.5,-3.1,0.0,ESE,1.5,Changping
1009.9,-2.3,0.0,S,1.5,Changping
1009.7,-2.3,0.0,S,1.3,Changping
1009.6,-1.5,0.0,SSE,1.5,Changping
1010.0,-1.3,0.0,SW,0.6,Changping
1010.5,-1.2,0.0,N,0.9,Changping
1010.8,-0.3,0.0,N,0.1,Changping
1011.6,-0.6,0.0,NNW,0.9,Changping
1012.0,-0.4,0.0,NW,0.9,Changping
1012.0,-0.3,0.0,N,0.8,Changping
1012.6,-0.5,0.0,NW,1.2,Changping
1012.6,-0.2,0.0,NNW,0.9,Changping
1012.5,0.0,0.0,NNW,0.7,Changping
1012.5,0.5,0.0,N,1.6,Changping
1012.9,0.8,0.0,NNW,1.6,Changping
1012.9,0.7,0.0,NNW,0.4,Changping
1012.3,-1.2,0.0,NNW,1.9,Changping
1012.5,-2.3,0.0,NNE,1.4,Changping
1013.0,-1.2,0.0,NW,0.8,Changping
1013.3,-3.3,0.0,N,2.3,Changping
1014.1,-4.1,0.0,N,1.8,Changping
1014.0,-5.0,0.0,N,1.4,Changping
1014.1,-5.3,0.0,NNW,3.3,Changping
1013.7,-4.8,0.0,E,0.6,Changping
1012.9,-5.2,0.0,N,2.5,Changping
1013.4,-5.4,0.0,WNW,2.1,Changping
1013.9,-6.0,0.0,NNW,3.0,Changping
1015.0,-7.4,0.0,NNW,4.6,Changping
1015.9,-8.3,0.0,N,5.6,Changping
1017.5,-9.0,0.0,N,4.9,Changping
1018.9,-8.4,0.0,NNE,3.9,Changping
1020.2,-8.4,0.0,NNW,3.7,Changping
1021.2,-9.2,0.0,N,2.3,Changping
1022.6,-12.0,0.0,N,3.9,Changping
1023.5,-18.7,0.0,N,7.9,Changping
1024.5,-23.2,0.0,NNW,5.0,Changping
1025.0,-24.2,0.0,NNW,4.9,Changping
1025.0,-23.7,0.0,NNW,4.5,Changping
1025.0,-22.9,0.0,NW,2.8,Changping
1024.5,-23.1,0.0,NW,5.6,Changping
1024.0,-22.6,0.0,NW,5.5,Changping
1023.4,-23.2,0.0,NW,4.5,Changping
1023.6,-23.2,0.0,NW,4.3,Changping
1023.7,-24.2,0.0,NW,6.8,Changping
1023.5,-24.0,0.0,WNW,6.4,Changping
1022.3,-23.7,0.0,WNW,6.2,Changping
1021.0,-23.7,0.0,WNW,8.8,Changping
1019.2,-21.5,0.0,WNW,5.1,Changping
1017.7,-20.5,0.0,WNW,7.3,Changping
1016.4,-19.8,0.0,WNW,5.9,Changping
1015.4,-19.0,0.0,WNW,4.3,Changping
1015.2,-18.8,0.0,WNW,4.9,Changping
1015.2,-18.3,0.0,WNW,4.1,Changping
1015.6,-17.2,0.0,WNW,4.8,Changping
1016.7,-16.7,0.0,WNW,2.9,Changping
1017.7,-16.0,0.0,NNW,0.6,Changping
1018.2,-15.8,0.0,N,2.1,Changping
1019.6,-13.7,0.0,NNE,1.2,Changping
1020.4,-12.5,0.0,NNW,0.5,Changping
1020.6,-16.5,0.0,NW,2.9,Changping
1021.3,-13.3,0.0,NW,0.0,Changping
1021.7,-13.6,0.0,ENE,0.6,Changping
1022.0,-14.4,0.0,NNE,0.6,Changping
1022.1,-12.4,0.0,NNW,1.4,Changping
1021.9,-12.2,0.0,N,1.7,Changping
1021.9,-12.4,0.0,N,1.9,Changping
1021.9,-12.9,0.0,NE,1.0,Changping
1022.1,-11.8,0.0,NNW,1.5,Changping
1021.8,-12.5,0.0,WNW,2.4,Changping
1021.2,-12.5,0.0,NW,3.9,Changping
1020.4,-12.1,0.0,NW,4.7,Changping
1018.8,-11.9,0.0,WNW,4.2,Changping
1017.3,-12.0,0.0,WNW,3.2,Changping
1016.2,-11.1,0.0,NW,3.4,Changping
1015.7,-8.4,0.0,S,2.8,Changping
1015.3,-8.9,0.0,S,3.6,Changping
1015.2,-8.7,0.0,SSE,0.8,Changping
1015.3,-8.0,0.0,ESE,1.0,Changping
1015.4,-8.1,0.0,NE,0.7,Changping
1015.6,-7.5,0.0,E,0.8,Changping
1015.7,-7.4,0.0,NNE,0.6,Changping
1015.7,-7.0,0.0,N,0.6,Changping
1015.9,-6.1,0.0,N,0.9,Changping
1016.3,-5.4,0.0,NNW,0.0,Changping
1016.2,-5.6,0.0,NE,0.8,Changping
1016.7,-5.2,0.0,NNE,1.0,Changping
1016.6,-5.5,0.0,WNW,0.9,Changping
1016.2,-5.3,0.0,N,1.1,Changping
1016.6,-5.6,0.0,N,2.0,Changping
1016.5,-6.3,0.0,NNE,1.5,Changping
1016.9,-6.2,0.0,NNE,0.6,Changping
1017.6,-5.9,0.0,NNE,1.3,Changping
1017.6,-5.9,0.0,NNE,1.6,Changping
1017.4,-5.9,0.0,N,1.9,Changping
1016.7,-6.1,0.0,WNW,2.3,Changping
1015.5,-5.2,0.0,NE,1.9,Changping
1014.5,-5.8,0.0,NNW,0.7,Changping
1013.8,-5.6,0.0,S,1.9,Changping
1013.6,-4.8,0.0,ESE,2.3,Changping
1013.5,-5.0,0.0,SSE,1.5,Changping
1013.7,-4.7,0.0,SE,1.0,Changping
1014.3,-4.2,0.0,E,1.0,Changping
1014.8,-4.5,0.0,E,0.8,Changping
1015.0,-3.5,0.0,ENE,0.5,Changping
1015.6,-3.7,0.0,NNE,0.4,Changping
1015.7,-3.8,0.0,NNE,0.6,Changping
1015.9,-3.6,0.0,ESE,0.7,Changping
1015.6,-3.5,0.0,ESE,0.8,Changping
1015.3,-3.8,0.0,E,0.2,Changping
1015.2,-3.1,0.0,N,0.2,Changping
1014.8,-3.5,0.0,NNW,1.0,Changping
1014.4,-3.3,0.0,NNW,0.8,Changping
1014.3,-3.4,0.0,NNW,1.1,Changping
1013.8,-2.9,0.0,N,0.1,Changping
1013.8,-3.1,0.0,NNE,0.9,Changping
1014.4,-2.5,0.0,NNW,1.7,Changping
1014.4,-1.6,0.0,W,0.6,Changping
1013.8,0.0,0.0,SW,1.2,Changping
1013.2,-0.3,0.0,ENE,0.4,Changping
1011.6,-0.2,0.0,SSW,1.0,Changping
1010.8,0.1,0.0,SE,0.9,Changping
1009.9,-0.1,0.0,SSE,1.2,Changping
1009.4,0.0,0.0,SSE,0.7,Changping
1009.5,-0.1,0.0,SE,0.0,Changping
1009.4,0.1,0.0,SE,0.2,Changping
1009.8,0.1,0.0,N,1.0,Changping
1010.2,-0.1,0.0,NNE,0.0,Changping
1010.1,-0.1,0.0,N,0.0,Changping
1010.4,-0.5,0.0,NNW,1.2,Changping
1010.4,-0.6,0.0,N,0.0,Changping
1010.1,-0.7,0.0,N,0.0,Changping
1010.0,-0.7,0.0,N,0.1,Changping
1010.1,-1.4,0.0,NNW,0.8,Changping
1010.0,-2.4,0.0,N,1.1,Changping
1010.4,-5.1,0.0,NW,2.4,Changping
1010.0,-8.7,0.0,W,2.0,Changping
1010.1,-9.3,0.0,WNW,2.9,Changping
1010.2,-8.3,0.0,NNE,1.3,Changping
1010.8,-7.2,0.0,N,1.2,Changping
1011.4,-7.7,0.0,WNW,2.0,Changping
1011.5,-9.0,0.0,NW,3.4,Changping
1011.1,-9.3,0.0,WNW,3.9,Changping
1010.6,-9.2,0.0,NW,4.8,Changping
1009.7,-9.6,0.0,WNW,3.3,Changping
1009.0,-9.9,0.0,WNW,4.3,Changping
1008.4,-10.1,0.0,WNW,3.9,Changping
1008.1,-11.4,0.0,WNW,5.1,Changping
1008.2,-11.6,0.0,WNW,4.0,Changping
1008.4,-11.1,0.0,WNW,2.3,Changping
1008.6,-10.1,0.0,NW,1.0,Changping
1009.0,-8.7,0.0,NW,0.0,Changping
1009.4,-8.7,0.0,NNE,0.7,Changping
1009.9,-8.7,0.0,N,0.6,Changping
1010.2,-8.5,0.0,W,0.9,Changping
1010.4,-8.5,0.0,NNW,1.9,Changping
1010.3,-8.5,0.0,NNW,1.8,Changping
1010.1,-8.7,0.0,NNW,1.6,Changping
1010.4,-8.0,0.0,NNW,2.1,Changping
1010.3,-10.6,0.0,WNW,1.3,Changping
1010.1,-8.6,0.0,NW,1.0,Changping
1009.9,-9.8,0.0,NW,0.9,Changping
1009.5,-8.3,0.0,SSW,0.7,Changping
1009.7,-7.0,0.0,SSW,1.2,Changping
1010.3,-5.4,0.0,SW,0.1,Changping
1010.3,-6.0,0.0,SSW,0.8,Changping
1009.9,-6.0,0.0,SSW,0.9,Changping
1009.0,-10.9,0.0,NW,4.1,Changping
1007.5,-11.0,0.0,NNW,3.6,Changping
1006.4,-11.5,0.0,NW,5.4,Changping
1005.2,-11.1,0.0,NW,4.1,Changping
1005.4,-9.5,0.0,W,3.9,Changping
1005.6,-7.4,0.0,S,2.4,Changping
1005.7,-7.5,0.0,S,1.4,Changping
1006.2,-6.2,0.0,NE,0.6,Changping
1006.3,-6.8,0.0,NNE,0.5,Changping
1006.5,-7.0,0.0,ENE,1.0,Changping
1006.8,-7.6,0.0,NW,1.3,Changping
1006.6,-7.4,0.0,NW,1.0,Changping
1006.5,-6.5,0.0,NW,0.1,Changping
1006.2,-6.6,0.0,NNW,1.2,Changping
1006.0,-6.8,0.0,NW,0.9,Changping
1006.1,-6.9,0.0,N,0.0,Changping
1006.1,-7.4,0.0,NW,3.1,Changping
1006.6,-6.1,0.0,WNW,3.5,Changping
1006.7,-6.1,0.0,NW,4.4,Changping
1007.7,-6.1,0.0,NW,3.1,Changping
1008.9,-6.3,0.0,NW,1.7,Changping
1009.6,-5.7,0.0,NW,4.9,Changping
1009.9,-7.0,0.0,NW,3.4,Changping
1010.1,-6.6,0.0,NW,4.5,Changping
1010.4,-8.5,0.0,NNE,5.5,Changping
1010.5,-9.4,0.0,NNW,2.1,Changping
1010.1,-9.9,0.0,NNW,4.5,Changping
1010.4,-10.7,0.0,NNW,4.1,Changping
1011.3,-11.0,0.0,NNW,3.7,Changping
1012.6,-11.2,0.0,NNW,2.6,Changping
1013.9,-10.9,0.0,N,1.4,Changping
1014.9,-10.5,0.0,ENE,1.8,Changping
1015.5,-10.9,0.0,NNE,1.9,Changping
1015.6,-10.5,0.0,ENE,1.7,Changping
1015.6,-10.8,0.0,N,2.6,Changping
1015.4,-10.9,0.0,NW,0.9,Changping
1014.9,-9.3,0.0,SSW,0.9,Changping
1014.9,-9.9,0.0,N,1.7,Changping
1014.5,-9.4,0.0,NE,1.1,Changping
1014.3,-10.0,0.0,NNE,1.3,Changping
1013.8,-10.0,0.0,NE,0.1,Changping
1013.6,-9.4,0.0,NE,1.0,Changping
1013.7,-9.8,0.0,N,1.8,Changping
1013.9,-9.7,0.0,NE,0.8,Changping
1014.7,-9.7,0.0,NW,0.9,Changping
1015.5,-10.9,0.0,WNW,2.2,Changping
1015.9,-11.7,0.0,WNW,3.1,Changping
1015.9,-12.8,0.0,NW,3.6,Changping
1015.6,-13.2,0.0,NW,3.4,Changping
1014.7,-13.0,0.0,WNW,6.0,Changping
1014.3,-12.8,0.0,NNW,5.0,Changping
1014.1,-12.7,0.0,NW,5.2,Changping
1014.4,-14.8,0.0,NNW,3.0,Changping
1015.2,-13.5,0.0,NNW,3.4,Changping
1015.8,-14.2,0.0,N,4.5,Changping
1016.7,-15.3,0.0,N,2.5,Changping
1017.1,-14.9,0.0,NNW,2.8,Changping
1017.6,-14.0,0.0,NNW,1.3,Changping
1018.0,-13.0,0.0,E,1.0,Changping
1018.0,-12.2,0.0,NE,1.8,Changping
1017.8,-11.9,0.0,E,1.9,Changping
1018.0,-11.9,0.0,N,1.1,Changping
1017.8,-11.0,0.0,NE,1.5,Changping
1017.9,-10.6,0.0,NE,1.6,Changping
1017.7,-10.7,0.0,ENE,0.7,Changping
1017.5,-11.4,0.0,NNE,1.4,Changping
1017.8,-12.5,0.0,N,2.2,Changping
1018.2,-14.0,0.0,NNW,2.5,Changping
1018.6,-14.0,0.0,N,1.5,Changping
1019.2,-13.3,0.0,N,1.5,Changping
1019.4,-13.6,0.0,N,2.8,Changping
1019.2,-13.8,0.0,N,3.2,Changping
1018.6,-13.2,0.0,NNW,3.2,Changping
1017.5,-13.4,0.0,WNW,4.0,Changping
1016.8,-13.5,0.0,N,4.3,Changping
1016.1,-13.8,0.0,N,2.6,Changping
1016.1,-14.4,0.0,N,2.0,Changping
1016.1,-14.4,0.0,N,2.8,Changping
1016.2,-14.6,0.0,N,3.1,Changping
1016.8,-14.7,0.0,N,2.5,Changping
1017.4,-14.2,0.0,N,2.0,Changping
1017.7,-14.0,0.0,NNW,2.4,Changping
1018.4,-14.0,0.0,N,3.0,Changping
1018.6,-14.0,0.0,N,3.0,Changping
